index,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
776,Resort Hotel,0,30,2015,July,31,29,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,,0,Transient,97,0,3,Check-Out,7/5/2015
777,Resort Hotel,1,29,2015,July,31,29,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,,0,Transient,154.77,0,1,Check-Out,7/5/2015
778,Resort Hotel,0,71,2015,July,31,29,1,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,241,,0,Transient,94.71,0,0,Check-Out,7/5/2015
779,Resort Hotel,1,37,2015,July,31,29,1,4,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,97,0,3,Check-Out,7/5/2015
780,Resort Hotel,1,40,2015,July,31,29,1,4,3,0,0,HB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,8,,0,Contract,97.5,0,0,Check-Out,7/5/2015
781,Resort Hotel,0,37,2015,July,31,29,1,4,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,240,,0,Transient,88.2,0,0,Check-Out,7/2/2015
782,Resort Hotel,0,0,2015,July,31,29,0,1,2,2,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,,110,0,Transient,107.42,0,0,Check-Out,7/2/2015
783,Resort Hotel,1,37,2015,July,31,29,1,4,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,250,,0,Transient,153,0,1,Check-Out,7/5/2015
784,Resort Hotel,0,37,2015,July,31,29,1,4,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,241,,0,Transient,97.29,0,1,Check-Out,7/6/2015
785,Resort Hotel,0,97,2015,July,31,29,1,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,250,,0,Transient,84.67,0,1,Check-Out,7/7/2015
786,Resort Hotel,1,71,2015,July,31,29,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,250,,0,Transient,84.67,0,1,Check-Out,7/7/2015
787,Resort Hotel,1,118,2015,July,31,29,1,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,250,,0,Transient,99.67,0,1,Check-Out,7/7/2015
788,Resort Hotel,0,102,2015,July,31,29,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,115,,0,Contract,94.95,0,1,Check-Out,7/1/2015
789,Resort Hotel,1,54,2015,July,31,29,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,5,,0,Transient,63.6,1,0,Check-Out,7/8/2015
790,Resort Hotel,1,58,2015,July,31,29,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8,,0,Contract,79.5,0,0,Check-Out,7/8/2015
791,Resort Hotel,0,34,2015,July,31,29,2,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,107,0,2,Canceled,5/11/2015
792,Resort Hotel,1,105,2015,July,31,29,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,94,0,0,Check-Out,7/8/2015
793,Resort Hotel,1,47,2015,July,31,29,2,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,87.3,1,1,Check-Out,7/8/2015
794,Resort Hotel,1,15,2015,July,31,30,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,,,0,Transient,62,0,2,Check-Out,7/15/2015
795,Resort Hotel,0,37,2015,July,31,30,0,1,1,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,F,1,No Deposit,241,,0,Transient,63.86,0,0,Check-Out,7/16/2015
796,Resort Hotel,1,0,2015,July,31,30,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient,108.3,0,2,Canceled,5/29/2015
797,Resort Hotel,1,8,2015,July,31,30,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,H,0,No Deposit,175,,0,Transient,65.5,0,0,Check-Out,7/8/2015
798,Resort Hotel,0,17,2015,July,31,30,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,241,,0,Transient,108.8,0,1,Canceled,5/19/2015
799,Resort Hotel,0,3,2015,July,31,30,0,3,3,1,0,HB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,241,,0,Transient,108.8,0,1,Canceled,6/19/2015
800,Resort Hotel,1,30,2015,July,31,30,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,98,0,0,Check-Out,7/6/2015
801,Resort Hotel,1,31,2015,July,31,30,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,,0,Transient,108.8,0,1,Check-Out,7/6/2015
802,Resort Hotel,1,66,2015,July,31,30,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,,0,Transient,108.8,0,0,Canceled,5/23/2015
803,Resort Hotel,0,52,2015,July,31,30,0,3,2,2,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,250,,0,Transient,137,0,1,Check-Out,7/7/2015
804,Resort Hotel,0,20,2015,July,31,30,1,3,2,1,0,BB,BRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,241,,0,Transient,117.81,0,0,Canceled,5/18/2015
805,Resort Hotel,1,30,2015,July,31,30,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Contract,79.5,0,0,Check-Out,7/7/2015
806,Resort Hotel,1,31,2015,July,31,30,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,,,0,Transient,123,0,0,Check-Out,7/7/2015
807,Resort Hotel,1,62,2015,July,31,30,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,250,,0,Transient,137,0,1,Check-Out,7/7/2015
808,Resort Hotel,1,65,2015,July,31,30,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,110.7,0,2,Check-Out,7/9/2015
809,Resort Hotel,1,64,2015,July,31,30,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,,0,Transient,153,0,0,Canceled,6/2/2015
810,Resort Hotel,0,77,2015,July,31,30,2,7,2,0,0,HB,PRT,Direct,Direct,0,0,0,E,E,2,No Deposit,134,,0,Transient,58.95,0,1,Check-Out,7/9/2015
811,Resort Hotel,0,75,2015,July,31,30,2,7,2,0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156,,0,Transient-Party,82.88,0,2,Check-Out,7/9/2015
812,Resort Hotel,0,75,2015,July,31,30,2,7,2,0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,,0,Contract,82.35,0,0,Check-Out,7/9/2015
813,Resort Hotel,1,62,2015,July,31,30,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,241,,0,Transient,119.35,0,1,Check-Out,7/9/2015
814,Resort Hotel,0,42,2015,July,31,31,0,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,I,0,No Deposit,156,,0,Transient-Party,67.58,0,2,Check-Out,7/9/2015
815,Resort Hotel,0,46,2015,July,31,31,0,0,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,I,0,No Deposit,156,,0,Contract,56.01,0,0,Check-Out,7/13/2015
816,Resort Hotel,0,0,2015,July,31,31,0,1,2,2,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,243,,0,Contract,110.7,0,0,Check-Out,7/16/2015
817,Resort Hotel,1,25,2015,July,31,31,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,88.2,1,0,Check-Out,7/3/2015
818,Resort Hotel,1,16,2015,July,31,31,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,147,1,0,Check-Out,7/3/2015
819,Resort Hotel,1,16,2015,July,31,31,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,,,0,Transient,107,1,2,Check-Out,7/3/2015
820,Resort Hotel,0,16,2015,July,31,31,0,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,147,0,0,Check-Out,7/3/2015
821,Resort Hotel,1,4,2015,July,31,31,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,117.9,0,2,Check-Out,7/3/2015
822,Resort Hotel,0,4,2015,July,31,31,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,,,0,Transient,123,0,0,Check-Out,7/3/2015
823,Resort Hotel,1,25,2015,July,31,31,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,,0,Transient,98,0,1,Check-Out,7/4/2015
824,Resort Hotel,1,83,2015,July,31,31,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,,0,Transient,117.81,0,0,Check-Out,7/4/2015
825,Resort Hotel,0,4,2015,July,31,31,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,135,1,2,Check-Out,7/4/2015
826,Resort Hotel,1,56,2015,July,31,31,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,250,,0,Transient,133,0,1,Check-Out,7/5/2015
827,Resort Hotel,1,32,2015,July,31,31,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,115,,0,Contract,58.95,0,0,Check-Out,7/5/2015
828,Resort Hotel,0,32,2015,July,31,31,0,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,,0,Transient,136.33,0,2,Canceled,6/29/2015
829,Resort Hotel,0,0,2015,July,31,31,0,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,,0,Transient,153,1,0,Check-Out,7/5/2015
830,Resort Hotel,1,18,2015,July,31,31,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,110.5,0,0,Check-Out,7/5/2015
831,Resort Hotel,1,23,2015,July,31,31,1,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,242,,0,Transient,97,0,0,Check-Out,7/5/2015
832,Resort Hotel,1,39,2015,July,31,31,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,,0,Transient,110.3,0,2,Canceled,6/16/2015
833,Resort Hotel,1,18,2015,July,31,31,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,82,0,2,Canceled,6/18/2015
834,Resort Hotel,1,18,2015,July,31,31,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,97,0,1,Canceled,7/3/2015
835,Resort Hotel,1,23,2015,July,31,31,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,73.8,0,1,Canceled,6/12/2015
836,Resort Hotel,0,286,2015,July,31,31,2,2,1,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,3,,0,Transient,91.5,0,0,Check-Out,7/5/2015
837,Resort Hotel,0,72,2015,July,31,31,2,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,114.5,0,0,Check-Out,7/5/2015
838,Resort Hotel,1,136,2015,July,31,31,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,,0,Transient,110.3,0,0,Canceled,6/9/2015
839,Resort Hotel,0,58,2015,July,31,31,2,3,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,,0,Transient,90.9,1,0,Check-Out,7/6/2015
840,Resort Hotel,0,80,2015,July,31,31,2,4,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,123,0,0,Canceled,5/26/2015
841,Resort Hotel,0,113,2015,July,31,31,3,7,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,122,0,0,Check-Out,7/7/2015
842,Resort Hotel,0,129,2015,August,31,1,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,105,,0,Transient,110.7,1,0,Check-Out,7/7/2015
843,Resort Hotel,1,84,2015,August,31,1,2,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,5,,0,Transient,85.86,0,0,Check-Out,7/11/2015
844,Resort Hotel,1,84,2015,August,31,1,2,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,,0,Contract,58.95,0,0,Check-Out,7/12/2015
845,Resort Hotel,1,89,2015,August,31,1,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,40,,0,Contract,55.68,0,0,Canceled,5/19/2015
846,Resort Hotel,1,10,2015,August,31,1,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,40,,0,Contract,55.68,0,0,Check-Out,7/13/2015
847,Resort Hotel,1,80,2015,August,31,1,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,250,,0,Transient,124,0,1,Canceled,6/9/2015
848,Resort Hotel,1,10,2015,August,31,1,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,115,,0,Contract,111.15,0,0,Check-Out,7/13/2015
849,Resort Hotel,1,10,2015,August,31,1,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,40,,0,Contract,134.73,0,0,Check-Out,7/17/2015
850,Resort Hotel,1,24,2015,August,31,1,0,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,241,,0,Transient,92.45,0,1,Check-Out,7/17/2015
851,Resort Hotel,0,1,2015,August,31,1,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242,,0,Transient,108.73,0,2,Canceled,4/15/2015
852,Resort Hotel,1,9,2015,August,31,1,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,,0,Transient,73.8,0,0,Check-Out,7/4/2015
853,Resort Hotel,1,3,2015,August,31,1,2,3,2,2,0,HB,PRT,Direct,Direct,0,0,0,C,C,1,No Deposit,240,,0,Transient,98,1,2,Check-Out,7/4/2015
854,Resort Hotel,0,3,2015,August,31,1,2,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,131,0,1,Check-Out,7/4/2015
855,Resort Hotel,1,124,2015,August,31,1,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,123,0,0,Check-Out,7/4/2015
856,Resort Hotel,1,74,2015,August,31,1,2,5,2,2,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,241,,0,Transient,94.71,0,0,Check-Out,7/4/2015
857,Resort Hotel,1,82,2015,August,31,1,2,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,123,0,2,Check-Out,7/4/2015
858,Resort Hotel,1,91,2015,August,31,1,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,,0,Transient,123,0,1,Canceled,5/26/2015
859,Resort Hotel,1,77,2015,August,31,1,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,73.8,0,1,Canceled,6/29/2015
860,Resort Hotel,1,130,2015,August,31,1,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,,0,Transient,117,0,1,Canceled,5/13/2015
861,Resort Hotel,1,91,2015,August,31,1,2,5,2,1,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,105,,0,Transient,196.54,0,1,Check-Out,7/10/2015
862,Resort Hotel,0,79,2015,August,31,1,2,5,3,0,0,HB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,240,,0,Transient,99.3,1,2,Check-Out,7/10/2015
863,Resort Hotel,1,130,2015,August,31,1,2,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,250,,0,Transient,90.95,0,0,Check-Out,7/10/2015
864,Resort Hotel,0,66,2015,August,31,1,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,250,,0,Transient,92.67,0,1,Check-Out,7/7/2015
865,Resort Hotel,1,53,2015,August,31,1,3,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,8,,0,Transient,71.55,1,0,Check-Out,7/7/2015
866,Resort Hotel,1,80,2015,August,31,1,4,6,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241,,0,Transient,96.49,0,2,Check-Out,7/10/2015
867,Resort Hotel,1,77,2015,August,31,1,4,6,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,85.8,1,2,Check-Out,7/10/2015
868,Resort Hotel,1,57,2015,August,31,1,4,10,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,240,,0,Transient,96.3,0,1,Check-Out,7/11/2015
869,Resort Hotel,0,11,2015,August,31,1,4,10,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,163,0,0,Canceled,6/9/2015
870,Resort Hotel,1,25,2015,August,32,2,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,250,,0,Transient,172,0,1,Canceled,5/20/2015
871,Resort Hotel,1,2,2015,August,32,2,2,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,,0,Transient,110.7,0,1,Canceled,4/22/2015
872,Resort Hotel,1,36,2015,August,32,2,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,134,,0,Transient,58.95,0,1,Check-Out,7/11/2015
873,Resort Hotel,1,36,2015,August,32,2,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,73.8,0,2,Check-Out,7/11/2015
874,Resort Hotel,0,115,2015,August,32,2,2,5,3,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,97,0,2,Check-Out,7/11/2015
875,Resort Hotel,0,95,2015,August,32,2,2,4,2,1,0,HB,PRT,Direct,Direct,0,0,0,A,A,4,No Deposit,240,,0,Transient,139,0,2,Check-Out,7/11/2015
876,Resort Hotel,0,67,2015,August,32,2,2,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,147,,0,Transient,67.24,0,0,Check-Out,7/11/2015
877,Resort Hotel,0,60,2015,August,32,2,2,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,241,,0,Transient,116.5,0,1,Check-Out,7/12/2015
878,Resort Hotel,0,34,2015,August,32,2,2,5,2,0,0,BB,ESP,Direct,Direct,0,0,0,C,C,3,No Deposit,240,,0,Transient,96.3,0,1,Canceled,5/12/2015
879,Resort Hotel,0,78,2015,August,32,2,4,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,123,0,1,Check-Out,7/12/2015
880,Resort Hotel,0,93,2015,August,32,2,2,5,2,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,,0,Contract,71.55,0,1,Check-Out,7/14/2015
881,Resort Hotel,1,327,2015,August,32,2,4,10,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,,0,Contract,71.55,0,1,Check-Out,7/14/2015
882,Resort Hotel,0,21,2015,August,32,3,0,0,2,2,0,BB,PRT,Direct,Direct,0,0,0,C,F,0,No Deposit,250,,0,Transient,149,0,1,Check-Out,7/14/2015
883,Resort Hotel,0,0,2015,August,32,3,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240,,0,Transient,163,1,0,Check-Out,7/5/2015
884,Resort Hotel,1,47,2015,August,32,3,1,1,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8,,0,Contract,79.5,0,0,Check-Out,7/5/2015
885,Resort Hotel,1,81,2015,August,32,3,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,105,0,0,Canceled,5/29/2015
886,Resort Hotel,1,52,2015,August,32,3,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,250,,0,Transient,123,0,0,No-Show,7/4/2015
887,Resort Hotel,1,13,2015,August,32,3,1,4,2,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,C,C,1,No Deposit,240,,0,Transient,73.8,0,2,Canceled,5/13/2015
888,Resort Hotel,0,83,2015,August,32,3,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,113,0,0,Canceled,6/16/2015
889,Resort Hotel,1,131,2015,August,32,3,2,5,2,0,1,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,,,0,Transient,0,0,1,Check-Out,7/5/2015
890,Resort Hotel,0,460,2015,August,32,3,2,5,1,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,123,0,0,Check-Out,7/5/2015
891,Resort Hotel,1,82,2015,August,32,3,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient-Party,73.8,1,1,Check-Out,7/6/2015
892,Resort Hotel,1,61,2015,August,32,3,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,114.5,0,0,Check-Out,7/6/2015
893,Resort Hotel,0,94,2015,August,32,4,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,240,,0,Transient-Party,73.8,0,2,Check-Out,7/6/2015
894,Resort Hotel,0,1,2015,August,32,4,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240,,0,Transient-Party,73.8,0,1,Check-Out,7/6/2015
895,Resort Hotel,0,0,2015,August,32,4,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,240,,0,Transient,88.2,0,1,Check-Out,7/6/2015
896,Resort Hotel,1,36,2015,August,32,4,0,3,1,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,240,,0,Transient,97,0,0,Canceled,7/1/2015
897,Resort Hotel,1,61,2015,August,32,4,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,306,,0,Transient,85.1,0,0,Check-Out,7/6/2015
898,Resort Hotel,0,13,2015,August,32,4,0,4,2,0,1,HB,PRT,Direct,Direct,0,0,0,C,C,1,No Deposit,184,,0,Transient,89,0,0,Check-Out,7/6/2015
899,Resort Hotel,0,13,2015,August,32,4,0,4,2,0,0,HB,PRT,Direct,Direct,0,0,0,C,C,1,No Deposit,240,,0,Transient,80.1,0,0,Check-Out,7/6/2015
900,Resort Hotel,1,15,2015,August,32,4,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,98,0,0,Check-Out,7/6/2015
901,Resort Hotel,0,14,2015,August,32,4,0,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,184,,0,Transient,101,1,0,Check-Out,7/6/2015
