index,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
1277.0,Resort Hotel,1.0,68.0,2015.0,August,34.0,22.0,2.0,5.0,2.0,0.0,0.0,HB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,,,0,Transient,137.75,1,1,Check-Out,7/25/2015
4698.0,Resort Hotel,1.0,2.0,2016.0,March,14.0,28.0,2.0,5.0,2.0,0.0,0.0,BB,PRT,Direct,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,332.0,,0,Transient-Party,50.0,0,0,Canceled,2/2/2016
3789.0,Resort Hotel,1.0,93.0,2016.0,January,2.0,6.0,2.0,6.0,2.0,0.0,0.0,BB,PRT,Direct,Direct,0.0,0.0,0.0,G,G,0.0,No Deposit,281.0,,0,Transient-Party,40.0,0,0,Canceled,10/10/2015
1963.0,Resort Hotel,0.0,76.0,2015.0,September,39.0,24.0,2.0,3.0,2.0,0.0,0.0,BB,ITA,Online TA,TA/TO,0.0,0.0,0.0,A,E,0.0,No Deposit,250.0,,0,Transient,172.0,0,0,Check-Out,8/19/2015
5792.0,Resort Hotel,1.0,115.0,2016.0,May,20.0,14.0,2.0,6.0,2.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,245.0,,0,Transient,86.0,0,0,Canceled,1/5/2016
,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0,Transient,41.4,0,0,Canceled,12/7/2016
1685.0,Resort Hotel,0.0,130.0,2015.0,September,37.0,9.0,2.0,4.0,1.0,0.0,0.0,BB,LVA,Online TA,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,146.0,,0,Transient,112.0,0,0,Canceled,6/5/2015
5413.0,Resort Hotel,1.0,168.0,2016.0,April,18.0,28.0,1.0,3.0,2.0,0.0,0.0,BB,PRT,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,68.0,,0,Transient,84.0,0,0,Canceled,1/22/2016
6096.0,Resort Hotel,1.0,100.0,2016.0,May,22.0,25.0,0.0,4.0,2.0,0.0,0.0,HB,PRT,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,,,0,Transient,65.0,0,0,Canceled,1/18/2016
1840.0,Resort Hotel,0.0,110.0,2015.0,September,38.0,17.0,1.0,3.0,1.0,0.0,0.0,BB,NLD,Direct,Direct,0.0,0.0,0.0,A,A,1.0,No Deposit,110.0,,0,Transient,184.45,0,0,Canceled,8/13/2015
7532.0,Resort Hotel,1.0,10.0,2016.0,August,33.0,13.0,2.0,4.0,2.0,0.0,0.0,HB,ESP,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0,Transient,142.5,0,0,Canceled,10/20/2015
,,,,,,,,,,,,,,,,,,,,,,,,175.0,,0,Transient,45.36,0,0,Canceled,11/7/2016
2435.0,Resort Hotel,0.0,1.0,2015.0,October,42.0,14.0,0.0,1.0,1.0,0.0,0.0,BB,ESP,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,250.0,,0,Transient,133.0,1,0,Check-Out,9/15/2015
1238.0,Resort Hotel,1.0,58.0,2015.0,August,34.0,20.0,2.0,5.0,2.0,0.0,0.0,HB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,152.0,,0,Transient-Party,107.0,0,0,Check-Out,7/22/2015
9950.0,Resort Hotel,1.0,94.0,2017.0,January,4.0,28.0,0.0,1.0,2.0,0.0,0.0,BB,BRA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,248.0,,0,Transient,46.0,0,0,Canceled,3/11/2016
9603.0,Resort Hotel,1.0,21.0,2016.0,December,52.0,19.0,1.0,0.0,2.0,0.0,0.0,BB,CN,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,11.0,,0,Transient,37.0,0,0,Canceled,7/18/2016
6522.0,Resort Hotel,0.0,225.0,2016.0,June,25.0,14.0,2.0,9.0,2.0,0.0,0.0,HB,GBR,Offline TA/TO,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,240.0,,0,Transient,135.0,0,0,Canceled,4/21/2016
7061.0,Resort Hotel,1.0,93.0,2016.0,July,30.0,18.0,2.0,5.0,2.0,0.0,0.0,HB,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,40.0,,0,Transient,64.9,0,0,Check-Out,6/8/2016
3242.0,Resort Hotel,0.0,12.0,2015.0,November,48.0,24.0,0.0,5.0,2.0,0.0,0.0,HB,ESP,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,D,0.0,No Deposit,8.0,,0,Transient-Party,37.0,0,0,Check-Out,10/21/2015
6257.0,Resort Hotel,0.0,235.0,2016.0,May,23.0,31.0,1.0,5.0,2.0,0.0,0.0,BB,IRL,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0,Transient,77.5,0,0,Canceled,3/10/2016
4678.0,Resort Hotel,1.0,67.0,2016.0,March,14.0,27.0,2.0,4.0,2.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,2.0,No Deposit,,,0,Transient-Party,73.33,0,0,Canceled,1/19/2016
2902.0,Resort Hotel,0.0,1.0,2015.0,November,45.0,6.0,0.0,1.0,1.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,D,0.0,No Deposit,250.0,,0,Transient,90.0,0,0,Check-Out,10/4/2015
6218.0,Resort Hotel,1.0,116.0,2016.0,May,22.0,28.0,2.0,5.0,2.0,0.0,0.0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,71.0,,0,Transient,58.0,0,0,Canceled,3/1/2016
6143.0,Resort Hotel,0.0,225.0,2016.0,May,22.0,26.0,1.0,3.0,1.0,0.0,0.0,BB,GBR,Groups,Direct,0.0,0.0,0.0,A,A,2.0,No Deposit,385.0,,0,Transient-Party,72.0,0,0,Canceled,4/15/2016
9749.0,Resort Hotel,1.0,72.0,2016.0,December,53.0,30.0,1.0,2.0,2.0,0.0,0.0,BB,PRT,Complementary,Direct,0.0,0.0,0.0,E,E,0.0,No Deposit,240.0,,0,Transient,110.75,0,0,Canceled,6/20/2016
4787.0,Resort Hotel,0.0,169.0,2016.0,March,14.0,31.0,1.0,3.0,2.0,0.0,0.0,BB,GBR,Groups,Direct,0.0,0.0,0.0,A,A,1.0,Refundable,134.0,,0,Transient-Party,68.0,0,0,Canceled,2/10/2016
4249.0,Resort Hotel,1.0,44.0,2016.0,February,9.0,27.0,1.0,1.0,2.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,,,0,Transient,80.0,0,0,Canceled,11/9/2015
3219.0,Resort Hotel,0.0,78.0,2015.0,November,47.0,21.0,0.0,1.0,2.0,0.0,0.0,BB,PRT,Corporate,Corporate,0.0,0.0,0.0,A,D,0.0,No Deposit,,,0,Transient,67.0,0,0,Check-Out,10/18/2015
3228.0,Resort Hotel,0.0,78.0,2015.0,November,47.0,21.0,0.0,1.0,2.0,0.0,0.0,BB,PRT,Corporate,Corporate,0.0,0.0,0.0,A,D,0.0,No Deposit,243.0,,0,Transient,42.5,0,0,Check-Out,10/25/2015
9460.0,Resort Hotel,1.0,87.0,2016.0,December,49.0,2.0,0.0,2.0,2.0,0.0,0.0,HB,PRT,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,273.0,,101,Transient-Party,66.28,0,0,Check-Out,10/16/2016
2133.0,Resort Hotel,1.0,87.0,2015.0,October,40.0,3.0,0.0,1.0,2.0,0.0,0.0,BB,PRT,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,240.0,,0,Transient,134.0,0,1,Check-Out,8/30/2015
7452.0,Resort Hotel,1.0,155.0,2016.0,August,33.0,10.0,0.0,4.0,3.0,0.0,0.0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,240.0,,0,Transient,76.5,0,2,Check-Out,7/8/2016
8220.0,Resort Hotel,0.0,376.0,2016.0,September,39.0,18.0,4.0,10.0,2.0,0.0,0.0,BB,GBR,Offline TA/TO,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,240.0,,0,Transient,240.0,0,0,Canceled,5/12/2016
,,,,,,,,,,,,,,,,,,,,,,,,240.0,,0,Transient,55.8,0,3,Canceled,1/3/2017
2665.0,Resort Hotel,0.0,9.0,2015.0,October,43.0,24.0,2.0,1.0,2.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,40.0,,0,Transient,42.5,0,0,Check-Out,10/1/2015
5635.0,Resort Hotel,1.0,54.0,2016.0,May,19.0,7.0,0.0,1.0,2.0,0.0,0.0,HB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,273.0,,0,Transient,72.0,0,0,Canceled,1/14/2016
5474.0,Resort Hotel,1.0,87.0,2016.0,April,18.0,29.0,2.0,5.0,2.0,0.0,0.0,BB,PRT,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,,,0,Transient-Party,73.0,0,0,Check-Out,4/4/2016
8650.0,Resort Hotel,1.0,48.0,2016.0,October,41.0,8.0,2.0,1.0,2.0,0.0,0.0,HB,POL,Online TA,TA/TO,0.0,0.0,0.0,E,E,0.0,No Deposit,250.0,,0,Transient,153.0,0,0,Check-Out,9/1/2016
2557.0,Resort Hotel,0.0,92.0,2015.0,October,43.0,22.0,1.0,3.0,2.0,0.0,0.0,BB,CYM,Online TA,TA/TO,0.0,0.0,0.0,A,E,0.0,No Deposit,15.0,,0,Transient-Party,0.0,0,0,Canceled,9/2/2015
3638.0,Resort Hotel,0.0,118.0,2015.0,December,53.0,28.0,2.0,5.0,1.0,2.0,0.0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,G,G,0.0,No Deposit,177.0,,0,Transient-Party,22.5,0,0,Canceled,10/8/2015
6981.0,Resort Hotel,1.0,333.0,2016.0,July,29.0,15.0,1.0,2.0,2.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,147.0,,0,Transient-Party,59.3,0,1,Canceled,1/5/2016
5977.0,Resort Hotel,1.0,40.0,2016.0,May,21.0,18.0,0.0,2.0,1.0,0.0,0.0,BB,PRT,Groups,Corporate,0.0,0.0,0.0,A,A,0.0,Non Refund,,,0,Transient-Party,85.33,0,1,Check-Out,4/25/2016
3009.0,Resort Hotel,0.0,0.0,2015.0,November,46.0,11.0,0.0,4.0,2.0,0.0,0.0,BB,CHE,Online TA,TA/TO,0.0,0.0,0.0,D,D,1.0,No Deposit,36.0,,0,Transient,64.29,1,0,Check-Out,10/11/2015
2505.0,Resort Hotel,0.0,124.0,2015.0,October,43.0,19.0,1.0,4.0,2.0,0.0,0.0,BB,IRL,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,240.0,,0,Transient,89.0,0,1,Canceled,6/23/2015
1784.0,Resort Hotel,0.0,25.0,2015.0,September,38.0,14.0,1.0,4.0,2.0,0.0,0.0,HB,PRT,Online TA,TA/TO,0.0,0.0,0.0,E,E,0.0,No Deposit,250.0,,0,Transient,200.0,0,1,Canceled,6/24/2015
1469.0,Resort Hotel,0.0,26.0,2015.0,August,36.0,31.0,1.0,2.0,2.0,0.0,0.0,BB,FRA,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,,,0,Transient,195.0,1,0,Check-Out,8/1/2015
5058.0,Resort Hotel,0.0,183.0,2016.0,April,16.0,16.0,1.0,1.0,1.0,0.0,0.0,HB,DEU,Groups,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,310.0,,0,Transient,52.0,0,0,Canceled,11/20/2015
6340.0,Resort Hotel,1.0,264.0,2016.0,June,23.0,4.0,1.0,1.0,2.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0,Transient,52.2,0,1,Check-Out,5/6/2016
7930.0,Resort Hotel,1.0,156.0,2016.0,September,36.0,2.0,2.0,5.0,2.0,0.0,0.0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,E,E,0.0,No Deposit,250.0,,0,Transient,170.0,0,0,No-Show,7/25/2016
8941.0,Resort Hotel,1.0,135.0,2016.0,October,43.0,21.0,0.0,2.0,2.0,0.0,0.0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,,223.0,0,Transient-Party,66.0,0,0,Check-Out,9/19/2016
1672.0,Resort Hotel,0.0,382.0,2015.0,September,37.0,8.0,4.0,10.0,2.0,0.0,0.0,BB,GBR,Offline TA/TO,TA/TO,0.0,0.0,0.0,E,E,0.0,No Deposit,261.0,,0,Transient,0.0,0,0,Check-Out,8/5/2015
5957.0,Resort Hotel,0.0,139.0,2016.0,May,21.0,17.0,2.0,6.0,2.0,0.0,0.0,HB,IRL,Offline TA/TO,TA/TO,0.0,0.0,0.0,E,I,0.0,No Deposit,,,0,Transient,42.0,0,1,Canceled,4/19/2016
3841.0,Resort Hotel,1.0,3.0,2016.0,January,4.0,22.0,0.0,2.0,2.0,0.0,0.0,BB,PRT,Direct,Direct,0.0,0.0,0.0,E,E,0.0,No Deposit,,,0,Transient,51.0,0,0,Check-Out,11/15/2015
,,,,,,,,,,,,,,,,,,,,,,,,411.0,,0,Transient-Party,64.0,0,0,Canceled,10/25/2016
1358.0,Resort Hotel,0.0,0.0,2015.0,August,35.0,26.0,0.0,1.0,2.0,0.0,0.0,BB,PRT,Direct,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,142.0,,0,Transient,141.6,0,1,Check-Out,7/30/2015
6068.0,Resort Hotel,0.0,223.0,2016.0,May,22.0,24.0,1.0,5.0,2.0,0.0,0.0,BB,GBR,Groups,Direct,0.0,0.0,0.0,A,A,1.0,No Deposit,68.0,,0,Transient,84.0,0,0,Canceled,1/5/2016
1204.0,Resort Hotel,0.0,57.0,2015.0,August,34.0,18.0,1.0,5.0,2.0,2.0,0.0,HB,PRT,Online TA,TA/TO,0.0,0.0,0.0,C,C,1.0,No Deposit,,,0,Transient,198.0,1,0,Check-Out,7/18/2015
8370.0,Resort Hotel,1.0,289.0,2016.0,September,39.0,24.0,2.0,1.0,2.0,0.0,0.0,BB,PRT,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0,Transient,314.5,0,0,Canceled,6/2/2016
4856.0,Resort Hotel,0.0,171.0,2016.0,April,15.0,4.0,1.0,1.0,1.0,0.0,0.0,HB,DEU,Groups,TA/TO,0.0,0.0,0.0,A,D,1.0,Non Refund,134.0,,0,Transient,70.0,0,0,Check-Out,2/14/2016
6898.0,Resort Hotel,1.0,207.0,2016.0,July,28.0,9.0,4.0,10.0,2.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,,223.0,0,Transient-Party,66.0,0,0,Check-Out,5/30/2016
774.0,Resort Hotel,0.0,8.0,2015.0,July,31.0,29.0,0.0,0.0,2.0,0.0,0.0,HB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,D,I,0.0,No Deposit,240.0,,0,Transient,123.0,0,0,Canceled,6/23/2015
4540.0,Resort Hotel,0.0,136.0,2016.0,March,13.0,24.0,0.0,3.0,1.0,0.0,0.0,Undefined,ESP,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,,174.0,0,Transient-Party,61.0,0,0,Canceled,12/30/2015
9763.0,Resort Hotel,1.0,196.0,2016.0,December,53.0,30.0,1.0,2.0,2.0,0.0,0.0,HB,PRT,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0,Transient,78.0,0,0,Canceled,6/20/2016
4472.0,Resort Hotel,1.0,201.0,2016.0,March,12.0,19.0,2.0,5.0,2.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,308.0,,122,Transient-Party,0.0,0,0,Check-Out,1/5/2016
4544.0,Resort Hotel,1.0,69.0,2016.0,March,13.0,24.0,0.0,3.0,3.0,1.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,H,H,0.0,No Deposit,242.0,,0,Transient,54.4,0,1,Canceled,12/26/2015
857.0,Resort Hotel,1.0,82.0,2015.0,August,31.0,1.0,2.0,5.0,2.0,2.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,G,G,0.0,No Deposit,240.0,,0,Transient,123.0,0,2,Check-Out,7/4/2015
,,,,,,,,,,,,,,,,,,,,,,,,240.0,,0,Transient,37.8,0,2,Canceled,9/24/2016
4713.0,Resort Hotel,1.0,53.0,2016.0,March,14.0,29.0,0.0,4.0,2.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,332.0,,0,Transient-Party,50.0,0,0,Canceled,1/16/2016
6549.0,Resort Hotel,1.0,61.0,2016.0,June,25.0,17.0,2.0,2.0,2.0,0.0,0.0,HB,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0,Transient,39.69,0,2,Canceled,11/9/2015
5634.0,Resort Hotel,1.0,35.0,2016.0,May,19.0,6.0,2.0,2.0,2.0,2.0,0.0,BB,PRT,Direct,Direct,0.0,0.0,0.0,G,G,0.0,No Deposit,273.0,,0,Transient,72.0,0,0,Canceled,1/14/2016
5566.0,Resort Hotel,0.0,199.0,2016.0,May,19.0,2.0,1.0,1.0,2.0,0.0,0.0,HB,DEU,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0,Transient,69.76,0,1,Canceled,3/14/2016
5631.0,Resort Hotel,0.0,260.0,2016.0,May,19.0,6.0,2.0,5.0,2.0,0.0,0.0,BB,IRL,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0,Transient,66.67,0,2,Canceled,4/4/2016
1056.0,Resort Hotel,0.0,66.0,2015.0,August,33.0,11.0,2.0,10.0,2.0,2.0,0.0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,C,C,1.0,No Deposit,240.0,,0,Transient,144.9,0,1,Check-Out,7/12/2015
8652.0,Resort Hotel,0.0,360.0,2016.0,October,41.0,8.0,3.0,6.0,2.0,0.0,0.0,BB,GBR,Groups,Corporate,0.0,0.0,0.0,A,D,4.0,No Deposit,240.0,,0,Transient,81.0,0,0,Canceled,7/12/2016
8169.0,Resort Hotel,0.0,336.0,2016.0,September,38.0,15.0,0.0,3.0,2.0,0.0,0.0,BB,GBR,Groups,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0,Transient,211.0,0,0,Canceled,3/28/2016
6359.0,Resort Hotel,1.0,32.0,2016.0,June,24.0,5.0,2.0,3.0,2.0,0.0,0.0,BB,ALB,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0,Transient,73.0,0,0,Canceled,4/30/2016
3650.0,Resort Hotel,0.0,165.0,2015.0,December,53.0,30.0,0.0,4.0,2.0,0.0,0.0,Undefined,PRT,Groups,TA/TO,0.0,0.0,0.0,A,C,0.0,No Deposit,240.0,,0,Transient,59.0,0,0,Check-Out,11/5/2015
7218.0,Resort Hotel,1.0,120.0,2016.0,July,31.0,28.0,2.0,3.0,2.0,0.0,0.0,HB,PRT,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,,,0,Transient,110.0,0,0,Canceled,3/29/2016
3306.0,Resort Hotel,0.0,66.0,2015.0,December,49.0,5.0,1.0,1.0,2.0,0.0,0.0,FB,ESP,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,241.0,,0,Transient,41.98,1,2,Check-Out,10/24/2015
2529.0,Resort Hotel,1.0,197.0,2015.0,October,43.0,20.0,2.0,9.0,1.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,250.0,,0,Transient,124.0,1,0,Check-Out,9/18/2015
7564.0,Resort Hotel,0.0,291.0,2016.0,August,34.0,15.0,1.0,2.0,3.0,1.0,0.0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,H,H,1.0,No Deposit,69.0,,0,Transient,1.8,0,1,Check-Out,7/2/2016
2641.0,Resort Hotel,1.0,148.0,2015.0,October,43.0,24.0,0.0,1.0,1.0,0.0,0.0,BB,PRT,Groups,Direct,0.0,0.0,0.0,A,A,0.0,Non Refund,240.0,,0,Transient,114.0,0,0,Canceled,7/24/2015
2745.0,Resort Hotel,0.0,1.0,2015.0,October,44.0,30.0,0.0,2.0,2.0,0.0,0.0,BB,PRT,Direct,Direct,0.0,0.0,0.0,D,D,0.0,No Deposit,250.0,,0,Transient,89.0,0,1,Check-Out,9/30/2015
,,,,,,,,,,,,,,,,,,,,,,,,240.0,,0,Transient,127.5,0,1,Canceled,11/1/2016
,,,,,,,,,,,,,,,,,,,,,,,,240.0,,0,Transient,39.0,0,1,Canceled,10/24/2016
3449.0,Resort Hotel,0.0,29.0,2015.0,December,50.0,10.0,0.0,3.0,2.0,0.0,0.0,BB,GBR,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0,Transient,106.0,0,0,Canceled,10/10/2015
9694.0,Resort Hotel,1.0,126.0,2016.0,December,53.0,26.0,2.0,5.0,2.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,,,0,Transient-Party,49.0,0,0,Canceled,9/14/2016
4222.0,Resort Hotel,1.0,53.0,2016.0,February,9.0,26.0,2.0,7.0,2.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,241.0,,0,Transient,28.33,0,0,Check-Out,12/19/2015
5305.0,Resort Hotel,1.0,143.0,2016.0,April,18.0,24.0,2.0,2.0,2.0,0.0,0.0,FB,PRT,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,387.0,,0,Transient-Party,0.0,0,0,Check-Out,3/27/2016
2942.0,Resort Hotel,0.0,36.0,2015.0,November,45.0,7.0,2.0,6.0,1.0,0.0,0.0,BB,DEU,Corporate,Corporate,0.0,0.0,0.0,A,A,2.0,No Deposit,250.0,,0,Transient,68.43,0,1,Check-Out,10/11/2015
5214.0,Resort Hotel,0.0,191.0,2016.0,April,17.0,22.0,1.0,2.0,2.0,0.0,0.0,Undefined,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,196.0,,0,Transient,30.0,0,0,Canceled,3/4/2016
4623.0,Resort Hotel,1.0,106.0,2016.0,March,13.0,24.0,1.0,3.0,2.0,0.0,0.0,FB,PRT,Groups,Direct,0.0,0.0,0.0,A,A,0.0,Non Refund,,,0,Transient,75.0,1,0,Check-Out,1/30/2016
8387.0,Resort Hotel,0.0,344.0,2016.0,September,40.0,25.0,4.0,10.0,1.0,0.0,0.0,HB,DEU,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0,Transient,239.0,0,0,Canceled,7/29/2016
8418.0,Resort Hotel,0.0,354.0,2016.0,September,40.0,26.0,2.0,5.0,2.0,0.0,0.0,HB,GBR,Offline TA/TO,TA/TO,0.0,0.0,0.0,E,E,0.0,No Deposit,240.0,,0,Transient,251.86,0,1,Canceled,8/3/2016
5283.0,Resort Hotel,1.0,143.0,2016.0,April,18.0,24.0,2.0,2.0,2.0,0.0,0.0,FB,PRT,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,240.0,,0,Transient,83.4,0,1,Canceled,2/13/2016
3281.0,Resort Hotel,0.0,31.0,2015.0,December,49.0,3.0,0.0,1.0,2.0,0.0,0.0,BB,CZE,Online TA,TA/TO,0.0,0.0,0.0,E,E,0.0,No Deposit,,,0,Transient,56.0,1,0,Check-Out,10/21/2015
5600.0,Resort Hotel,1.0,12.0,2016.0,May,19.0,4.0,0.0,1.0,1.0,0.0,0.0,BB,PRT,Corporate,Corporate,0.0,0.0,0.0,A,A,0.0,No Deposit,298.0,,0,Transient-Party,85.0,0,0,Check-Out,4/6/2016
