,index,is_canceled,lead_time,days_in_waiting_list,adr,hotel_count_encoded,stays_in_weekend_nights_count_encoded,stays_in_week_nights_count_encoded,adults_count_encoded,children_count_encoded,babies_count_encoded,meal_count_encoded,country_count_encoded,market_segment_count_encoded,distribution_channel_count_encoded,is_repeated_guest_count_encoded,previous_cancellations_count_encoded,previous_bookings_not_canceled_count_encoded,reserved_room_type_count_encoded,assigned_room_type_count_encoded,booking_changes_count_encoded,deposit_type_count_encoded,agent_count_encoded,customer_type_count_encoded,required_car_parking_spaces_count_encoded,total_of_special_requests_count_encoded
801,3461.0,1.0,33.0,0,52.2,1.0,0.13333333333333333,0.11666666666666667,0.7833333333333333,0.95,1.0,0.6166666666666667,0.9166666666666666,0.48333333333333334,0.75,1.0,1.0,1.0,0.23333333333333334,0.26666666666666666,0.8666666666666667,0.9166666666666666,0.5166666666666667,0.9333333333333333,0.9166666666666666,1.0
900,3801.0,1.0,19.0,0,36.0,1.0,0.13333333333333333,0.11666666666666667,0.7833333333333333,0.95,1.0,0.6166666666666667,0.9166666666666666,0.48333333333333334,0.75,1.0,1.0,1.0,0.6166666666666667,0.48333333333333334,0.8666666666666667,0.9166666666666666,0.08333333333333333,0.9333333333333333,0.9166666666666666,1.0
945,3807.0,1.0,1.0,0,52.2,1.0,0.6333333333333333,0.23333333333333334,0.18333333333333332,0.95,1.0,0.6166666666666667,0.9166666666666666,0.48333333333333334,0.75,1.0,1.0,1.0,0.6166666666666667,0.48333333333333334,0.8666666666666667,0.9166666666666666,0.5166666666666667,0.9333333333333333,0.9166666666666666,1.0
1781,3835.0,1.0,3.0,0,43.2,1.0,0.6333333333333333,0.23333333333333334,0.18333333333333332,0.95,1.0,0.6166666666666667,0.9166666666666666,0.016666666666666666,0.016666666666666666,1.0,1.0,1.0,0.6166666666666667,0.11666666666666667,0.8666666666666667,0.9166666666666666,0.5166666666666667,0.9333333333333333,0.9166666666666666,1.0
1782,3808.0,1.0,28.0,0,40.0,1.0,0.6333333333333333,0.23333333333333334,0.7833333333333333,0.95,1.0,0.6166666666666667,0.9166666666666666,0.48333333333333334,0.75,1.0,1.0,1.0,0.23333333333333334,0.26666666666666666,0.8666666666666667,0.9166666666666666,0.26666666666666666,0.9333333333333333,0.9166666666666666,1.0
1821,3842.0,1.0,13.0,0,58.2,1.0,0.18333333333333332,0.26666666666666666,0.7833333333333333,0.95,1.0,0.6166666666666667,0.9166666666666666,0.48333333333333334,0.75,1.0,1.0,1.0,0.23333333333333334,0.26666666666666666,0.8666666666666667,0.9166666666666666,0.5166666666666667,0.9333333333333333,0.08333333333333333,1.0
1876,3814.0,1.0,6.0,0,36.0,1.0,0.18333333333333332,0.16666666666666666,0.7833333333333333,0.95,1.0,0.6166666666666667,0.9166666666666666,0.48333333333333334,0.75,1.0,1.0,1.0,0.6166666666666667,0.48333333333333334,0.8666666666666667,0.9166666666666666,0.08333333333333333,0.9333333333333333,0.9166666666666666,1.0
1887,3734.0,0.0,92.0,0,43.2,1.0,0.18333333333333332,0.11666666666666667,0.7833333333333333,0.95,1.0,0.25,0.05,0.06666666666666667,0.75,1.0,1.0,1.0,0.6166666666666667,0.48333333333333334,0.8666666666666667,0.9166666666666666,0.5166666666666667,0.9333333333333333,0.9166666666666666,1.0
1922,3644.0,1.0,75.0,0,48.0,1.0,0.6333333333333333,0.26666666666666666,0.7833333333333333,0.95,1.0,0.6166666666666667,0.9166666666666666,0.48333333333333334,0.75,1.0,1.0,1.0,0.6166666666666667,0.48333333333333334,0.8666666666666667,0.9166666666666666,0.26666666666666666,0.9333333333333333,0.9166666666666666,1.0
2257,3647.0,0.0,76.0,0,40.0,1.0,0.6333333333333333,0.16666666666666666,0.7833333333333333,0.05,1.0,0.25,0.9166666666666666,0.15,0.23333333333333334,1.0,1.0,1.0,0.6166666666666667,0.26666666666666666,0.8666666666666667,0.9166666666666666,0.26666666666666666,0.9333333333333333,0.9166666666666666,1.0
2423,3664.0,0.0,165.0,0,43.2,1.0,0.6333333333333333,0.26666666666666666,0.18333333333333332,0.95,1.0,0.13333333333333333,0.9166666666666666,0.26666666666666666,0.75,1.0,1.0,1.0,0.6166666666666667,0.48333333333333334,0.1,0.9166666666666666,0.5166666666666667,0.9333333333333333,0.9166666666666666,1.0
2553,3643.0,0.0,53.0,0,48.0,1.0,0.13333333333333333,0.16666666666666666,0.7833333333333333,0.95,1.0,0.6166666666666667,0.016666666666666666,0.48333333333333334,0.75,1.0,1.0,1.0,0.08333333333333333,0.11666666666666667,0.8666666666666667,0.9166666666666666,0.06666666666666667,0.05,0.9166666666666666,1.0
2765,3681.0,0.0,165.0,0,40.0,1.0,0.6333333333333333,0.26666666666666666,0.7833333333333333,0.95,1.0,0.13333333333333333,0.9166666666666666,0.26666666666666666,0.75,1.0,1.0,1.0,0.6166666666666667,0.48333333333333334,0.8666666666666667,0.9166666666666666,0.26666666666666666,0.9333333333333333,0.9166666666666666,1.0
2801,3682.0,0.0,65.0,0,52.2,1.0,0.6333333333333333,0.26666666666666666,0.7833333333333333,0.95,1.0,0.6166666666666667,0.9166666666666666,0.48333333333333334,0.75,1.0,1.0,1.0,0.08333333333333333,0.11666666666666667,0.8666666666666667,0.9166666666666666,0.5166666666666667,0.9333333333333333,0.08333333333333333,1.0
2953,3645.0,0.0,94.0,0,40.0,1.0,0.18333333333333332,0.016666666666666666,0.7833333333333333,0.95,1.0,0.6166666666666667,0.9166666666666666,0.48333333333333334,0.75,1.0,1.0,1.0,0.08333333333333333,0.11666666666666667,0.8666666666666667,0.9166666666666666,0.05,0.05,0.9166666666666666,1.0
2959,3832.0,1.0,12.0,0,36.0,1.0,0.13333333333333333,0.05,0.18333333333333332,0.95,1.0,0.6166666666666667,0.9166666666666666,0.016666666666666666,0.75,1.0,1.0,1.0,0.016666666666666666,0.016666666666666666,0.8666666666666667,0.9166666666666666,0.08333333333333333,0.9333333333333333,0.9166666666666666,1.0
2968,3748.0,1.0,113.0,0,36.0,1.0,0.6333333333333333,0.23333333333333334,0.7833333333333333,0.95,1.0,0.25,0.9166666666666666,0.26666666666666666,0.23333333333333334,1.0,1.0,1.0,0.6166666666666667,0.48333333333333334,0.8666666666666667,0.08333333333333333,0.5166666666666667,0.9333333333333333,0.9166666666666666,1.0
3062,3702.0,0.0,165.0,0,36.0,1.0,0.6333333333333333,0.26666666666666666,0.18333333333333332,0.95,1.0,0.13333333333333333,0.9166666666666666,0.26666666666666666,0.75,1.0,1.0,1.0,0.6166666666666667,0.016666666666666666,0.8666666666666667,0.9166666666666666,0.5166666666666667,0.9333333333333333,0.9166666666666666,1.0
3425,3752.0,1.0,113.0,0,48.0,1.0,0.6333333333333333,0.23333333333333334,0.7833333333333333,0.95,1.0,0.25,0.9166666666666666,0.26666666666666666,0.23333333333333334,1.0,1.0,1.0,0.6166666666666667,0.48333333333333334,0.8666666666666667,0.08333333333333333,0.06666666666666667,0.9333333333333333,0.9166666666666666,1.0
3549,3729.0,0.0,69.0,0,43.2,1.0,0.6333333333333333,0.16666666666666666,0.7833333333333333,0.95,1.0,0.6166666666666667,0.9166666666666666,0.15,0.23333333333333334,1.0,1.0,1.0,0.23333333333333334,0.26666666666666666,0.8666666666666667,0.9166666666666666,0.5166666666666667,0.9333333333333333,0.9166666666666666,1.0
3600,3830.0,1.0,172.0,0,52.2,1.0,0.03333333333333333,0.11666666666666667,0.7833333333333333,0.95,1.0,0.25,0.9166666666666666,0.48333333333333334,0.75,1.0,1.0,1.0,0.6166666666666667,0.48333333333333334,0.8666666666666667,0.9166666666666666,0.5166666666666667,0.9333333333333333,0.9166666666666666,1.0
3602,3705.0,0.0,165.0,0,36.0,1.0,0.6333333333333333,0.26666666666666666,0.18333333333333332,0.95,1.0,0.25,0.9166666666666666,0.26666666666666666,0.75,1.0,1.0,1.0,0.6166666666666667,0.48333333333333334,0.016666666666666666,0.9166666666666666,0.5166666666666667,0.9333333333333333,0.9166666666666666,1.0
3667,3730.0,1.0,49.0,0,36.0,1.0,0.6333333333333333,0.16666666666666666,0.7833333333333333,0.95,1.0,0.6166666666666667,0.9166666666666666,0.06666666666666667,0.75,1.0,1.0,1.0,0.23333333333333334,0.26666666666666666,0.8666666666666667,0.9166666666666666,0.5166666666666667,0.9333333333333333,0.9166666666666666,1.0
3867,3813.0,1.0,177.0,0,40.0,1.0,0.18333333333333332,0.26666666666666666,0.18333333333333332,0.95,1.0,0.6166666666666667,0.9166666666666666,0.48333333333333334,0.75,1.0,1.0,1.0,0.6166666666666667,0.48333333333333334,0.8666666666666667,0.9166666666666666,0.26666666666666666,0.9333333333333333,0.9166666666666666,1.0
4037,3656.0,1.0,165.0,0,42.55,1.0,0.6333333333333333,0.26666666666666666,0.18333333333333332,0.95,1.0,0.25,0.9166666666666666,0.26666666666666666,0.75,1.0,1.0,1.0,0.6166666666666667,0.48333333333333334,0.8666666666666667,0.9166666666666666,0.5166666666666667,0.9333333333333333,0.9166666666666666,1.0
4050,3641.0,1.0,66.0,0,40.0,1.0,0.13333333333333333,0.16666666666666666,0.7833333333333333,0.95,1.0,0.6166666666666667,0.9166666666666666,0.15,0.23333333333333334,1.0,1.0,1.0,0.23333333333333334,0.26666666666666666,0.8666666666666667,0.9166666666666666,0.05,0.9333333333333333,0.9166666666666666,1.0
4312,3810.0,1.0,15.0,0,40.0,1.0,0.18333333333333332,0.11666666666666667,0.7833333333333333,0.95,1.0,0.6166666666666667,0.9166666666666666,0.48333333333333334,0.75,1.0,1.0,1.0,0.6166666666666667,0.48333333333333334,0.8666666666666667,0.9166666666666666,0.26666666666666666,0.9333333333333333,0.9166666666666666,1.0
4543,3706.0,0.0,165.0,0,36.0,1.0,0.6333333333333333,0.26666666666666666,0.18333333333333332,0.95,1.0,0.25,0.9166666666666666,0.26666666666666666,0.75,1.0,1.0,1.0,0.6166666666666667,0.48333333333333334,0.1,0.9166666666666666,0.5166666666666667,0.9333333333333333,0.9166666666666666,1.0
4625,3676.0,0.0,165.0,0,40.0,1.0,0.6333333333333333,0.26666666666666666,0.7833333333333333,0.95,1.0,0.13333333333333333,0.9166666666666666,0.26666666666666666,0.75,1.0,1.0,1.0,0.6166666666666667,0.48333333333333334,0.8666666666666667,0.9166666666666666,0.26666666666666666,0.9333333333333333,0.9166666666666666,1.0
4724,3679.0,0.0,165.0,0,36.0,1.0,0.6333333333333333,0.26666666666666666,0.7833333333333333,0.95,1.0,0.13333333333333333,0.9166666666666666,0.26666666666666666,0.75,1.0,1.0,1.0,0.6166666666666667,0.03333333333333333,0.8666666666666667,0.9166666666666666,0.5166666666666667,0.9333333333333333,0.9166666666666666,1.0
4923,3680.0,0.0,165.0,0,36.0,1.0,0.6333333333333333,0.26666666666666666,0.03333333333333333,0.95,1.0,0.13333333333333333,0.9166666666666666,0.26666666666666666,0.75,1.0,1.0,1.0,0.6166666666666667,0.03333333333333333,0.1,0.9166666666666666,0.5166666666666667,0.9333333333333333,0.9166666666666666,1.0
5018,3735.0,0.0,92.0,0,36.0,1.0,0.18333333333333332,0.11666666666666667,0.7833333333333333,0.95,1.0,0.25,0.05,0.06666666666666667,0.75,1.0,1.0,1.0,0.6166666666666667,0.48333333333333334,0.8666666666666667,0.9166666666666666,0.5166666666666667,0.9333333333333333,0.9166666666666666,1.0
5576,3717.0,0.0,161.0,0,36.0,1.0,0.6333333333333333,0.11666666666666667,0.7833333333333333,0.05,1.0,0.25,0.9166666666666666,0.48333333333333334,0.75,1.0,1.0,1.0,0.03333333333333333,0.03333333333333333,0.1,0.9166666666666666,0.5166666666666667,0.9333333333333333,0.9166666666666666,1.0
6341,3812.0,0.0,87.0,0,40.0,1.0,0.016666666666666666,0.016666666666666666,0.7833333333333333,0.95,1.0,0.6166666666666667,0.016666666666666666,0.06666666666666667,0.75,1.0,1.0,1.0,0.6166666666666667,0.48333333333333334,0.8666666666666667,0.9166666666666666,0.26666666666666666,0.9333333333333333,0.9166666666666666,1.0
6406,3826.0,1.0,0.0,0,40.0,1.0,0.6333333333333333,0.23333333333333334,0.7833333333333333,0.95,1.0,0.6166666666666667,0.9166666666666666,0.15,0.23333333333333334,1.0,1.0,1.0,0.6166666666666667,0.26666666666666666,0.8666666666666667,0.9166666666666666,0.26666666666666666,0.9333333333333333,0.08333333333333333,1.0
6601,3711.0,1.0,43.0,0,36.0,1.0,0.6333333333333333,0.23333333333333334,0.7833333333333333,0.95,1.0,0.6166666666666667,0.9166666666666666,0.15,0.23333333333333334,1.0,1.0,1.0,0.23333333333333334,0.26666666666666666,0.8666666666666667,0.9166666666666666,0.5166666666666667,0.9333333333333333,0.9166666666666666,1.0
6659,3743.0,1.0,76.0,0,48.0,1.0,0.13333333333333333,0.11666666666666667,0.7833333333333333,0.95,1.0,0.6166666666666667,0.9166666666666666,0.48333333333333334,0.75,1.0,1.0,1.0,0.6166666666666667,0.48333333333333334,0.8666666666666667,0.9166666666666666,0.26666666666666666,0.016666666666666666,0.9166666666666666,1.0
7058,3728.0,1.0,45.0,0,48.0,1.0,0.6333333333333333,0.16666666666666666,0.7833333333333333,0.95,1.0,0.6166666666666667,0.9166666666666666,0.48333333333333334,0.75,1.0,1.0,1.0,0.23333333333333334,0.26666666666666666,0.8666666666666667,0.9166666666666666,0.26666666666666666,0.9333333333333333,0.9166666666666666,1.0
7554,3710.0,1.0,85.0,0,42.0,1.0,0.6333333333333333,0.23333333333333334,0.03333333333333333,0.95,1.0,0.6166666666666667,0.9166666666666666,0.48333333333333334,0.75,1.0,1.0,1.0,0.016666666666666666,0.016666666666666666,0.1,0.9166666666666666,0.05,0.9333333333333333,0.9166666666666666,1.0
7760,3747.0,1.0,113.0,0,36.0,1.0,0.6333333333333333,0.23333333333333334,0.7833333333333333,0.95,1.0,0.25,0.9166666666666666,0.26666666666666666,0.23333333333333334,1.0,1.0,1.0,0.6166666666666667,0.48333333333333334,0.8666666666666667,0.08333333333333333,0.5166666666666667,0.9333333333333333,0.9166666666666666,1.0
7811,3768.0,1.0,113.0,0,36.0,1.0,0.6333333333333333,0.23333333333333334,0.7833333333333333,0.95,1.0,0.25,0.9166666666666666,0.26666666666666666,0.23333333333333334,1.0,1.0,1.0,0.6166666666666667,0.48333333333333334,0.8666666666666667,0.08333333333333333,0.5166666666666667,0.9333333333333333,0.9166666666666666,1.0
7860,3831.0,1.0,172.0,0,43.2,1.0,0.03333333333333333,0.11666666666666667,0.7833333333333333,0.95,1.0,0.6166666666666667,0.9166666666666666,0.48333333333333334,0.75,1.0,1.0,1.0,0.6166666666666667,0.48333333333333334,0.8666666666666667,0.9166666666666666,0.5166666666666667,0.9333333333333333,0.9166666666666666,1.0
7866,3733.0,0.0,70.0,0,36.0,1.0,0.6333333333333333,0.16666666666666666,0.7833333333333333,0.95,1.0,0.6166666666666667,0.9166666666666666,0.15,0.23333333333333334,1.0,1.0,1.0,0.23333333333333334,0.26666666666666666,0.8666666666666667,0.9166666666666666,0.5166666666666667,0.9333333333333333,0.9166666666666666,1.0
8112,3662.0,0.0,165.0,0,36.0,1.0,0.6333333333333333,0.26666666666666666,0.7833333333333333,0.95,1.0,0.13333333333333333,0.9166666666666666,0.26666666666666666,0.75,1.0,1.0,1.0,0.6166666666666667,0.11666666666666667,0.8666666666666667,0.9166666666666666,0.5166666666666667,0.9333333333333333,0.9166666666666666,1.0
8242,3642.0,0.0,49.0,0,48.0,1.0,0.13333333333333333,0.16666666666666666,0.7833333333333333,0.95,1.0,0.6166666666666667,0.9166666666666666,0.48333333333333334,0.75,1.0,1.0,1.0,0.23333333333333334,0.26666666666666666,0.8666666666666667,0.9166666666666666,0.06666666666666667,0.9333333333333333,0.9166666666666666,1.0
8508,3678.0,0.0,165.0,0,36.0,1.0,0.6333333333333333,0.26666666666666666,0.7833333333333333,0.95,1.0,0.13333333333333333,0.9166666666666666,0.26666666666666666,0.75,1.0,1.0,1.0,0.6166666666666667,0.48333333333333334,0.8666666666666667,0.9166666666666666,0.5166666666666667,0.9333333333333333,0.9166666666666666,1.0
8521,3731.0,0.0,79.0,0,48.0,1.0,0.6333333333333333,0.16666666666666666,0.7833333333333333,0.95,1.0,0.6166666666666667,0.9166666666666666,0.15,0.23333333333333334,1.0,1.0,1.0,0.08333333333333333,0.11666666666666667,0.8666666666666667,0.9166666666666666,0.26666666666666666,0.9333333333333333,0.9166666666666666,1.0
8629,3815.0,1.0,8.0,0,40.0,1.0,0.6333333333333333,0.11666666666666667,0.7833333333333333,0.95,1.0,0.6166666666666667,0.9166666666666666,0.15,0.23333333333333334,1.0,1.0,1.0,0.6166666666666667,0.26666666666666666,0.8666666666666667,0.9166666666666666,0.26666666666666666,0.9333333333333333,0.9166666666666666,1.0
8654,3714.0,0.0,86.0,0,36.0,1.0,0.6333333333333333,0.11666666666666667,0.7833333333333333,0.95,1.0,0.6166666666666667,0.9166666666666666,0.15,0.23333333333333334,1.0,1.0,1.0,0.6166666666666667,0.48333333333333334,0.016666666666666666,0.9166666666666666,0.5166666666666667,0.9333333333333333,0.9166666666666666,1.0
